,x1,x2,x3,y
0,0.9642292694174067,1.9956674897839644,0.24414336586013619,1
1,-1.3580618573630545,-0.25495579355369785,0.5028902813014561,0
2,1.7320567871241188,0.26125053123385605,-2.214177477137621,1
3,-1.5198776624767634,1.0237095461069814,-0.26269143137036033,0
4,4.020261576429226,1.3814540786904865,-1.5821434050254581,1
5,0.4125102519043715,0.6863184569567008,-0.5349500641235907,0
6,-1.6927846176611947,1.5730197252148563,1.4161803943277034,0
7,0.46430127618131,-0.9571509148950429,-1.4074995956641652,1
8,1.7659125300982408,0.39379729821625153,1.8522468692450267,1
9,-1.8256463596674741,1.4816634024625988,2.0264629258709395,0
10,0.3003478151877199,0.1973157074055956,-0.6447460294687366,0
11,-0.054346687749997624,0.22530792204094158,-0.9389505372690066,1
12,-1.6120810143384738,0.12354769595558233,0.6392461024900594,0
13,-0.4396428058697157,-0.6947131310890582,-0.8548399955403814,0
14,-1.4036870390425629,-1.0138959522925377,3.4960943291669007,0
15,-0.3887539456874972,-1.9701038177118355,-0.9601279732339767,0
16,-1.4936442849361433,0.9413105807674833,2.0791231625420785,0
17,0.3653690202407842,0.5565531245337582,0.2336123460909798,1
18,-1.1743602806839406,0.3904648499288896,-1.092203593543738,0
19,-0.8606723524863586,-1.5859833122379583,1.279825601305368,0
20,-0.9326533339152075,1.341475915530881,0.7533133324183808,0
21,-1.4375801371069905,-0.01926037973439464,-1.241575123752939,0
22,1.7306297203043093,-1.1300693390403578,1.8020119332839073,1
23,0.4699633783207091,-1.0917008761393143,-0.7322671943216712,1
24,-0.6236297928527773,-0.5388418561927383,1.0795238209550095,0
25,-2.576954461376458,0.9262154022415924,-1.439675315839857,0
26,1.0879929262927504,-0.5164296438875717,1.3240235756260161,1
27,-0.43362008525108187,-0.15083771156669531,2.426086223343183,0
28,-1.0939316474730107,0.8823330623234091,-1.1047079168408083,0
29,-0.8789985022011263,0.3721054726068629,-0.17766339601143555,0
30,-1.1216761941336244,-0.5309708978119645,-0.42659859983889614,0
31,-0.14632968510417,1.2468917155347194,-0.3055700284624254,1
32,0.6646940307329046,0.6021183203924835,0.7265549363642312,1
33,1.0097622736406522,-1.3224579567435701,-1.8418833960111414,1
34,-0.8761951013831439,0.3764095260975166,-0.8570716297806176,0
35,0.692566445684734,0.820344012612456,0.5017155926595585,1
36,-0.09154666780661158,1.617212574968624,-0.7273359834485558,0
37,-1.1736682467533475,-0.3020454994898642,0.01211396840006973,0
38,0.3505064567410672,-2.9911359709007233,0.516328039000495,1
39,0.7630163497303595,-1.4511756900515589,-0.42944873488237867,0
40,2.2771856815591205,0.7833905092825955,-0.4977201080203948,1
41,-1.5563386442675387,2.412615421612916,-0.8654492119606938,0
42,-0.9460259180291346,0.41486550036191044,2.029842299340718,0
43,-0.853323465031464,0.02390304328495547,0.8272140806918152,0
44,1.9705617182058655,-1.7073579575929467,-1.9669287563218671,1
45,1.1324962600043706,-0.3519213178165091,1.1242204452194455,1
46,-0.7108957081173233,-0.7341737987784958,0.21020872671918855,0
47,-0.6653597477124392,-0.9735461997044687,-0.8874726582067207,0
48,-0.4207467720425684,0.09337237427665124,-0.587236027017144,1
49,1.6865595485775817,-0.3340772309799405,-0.21015535126988671,1
50,0.32954461318114314,-1.1225448062444139,-1.003398424787518,1
51,1.0941108968728543,0.2522403964266774,1.2073712138645598,1
52,-1.041849105036455,-0.6067002947652967,1.0576760656314912,0
53,1.388979244509299,-1.496529255090079,0.30996695419804854,1
54,0.46168007008737366,-1.2376624223272978,-2.47663179733426,1
55,1.4795487973670614,1.1243533598705027,0.8097968402111901,1
56,0.48852981613995416,-0.04551224530124217,0.24639274266123934,1
57,-1.326262552945681,-0.6757080791616118,0.07330998429542634,1
58,0.8838455533174182,-0.8330560570007587,0.5164605471124514,1
59,0.47603175150225985,0.4209729443893898,-0.5553637791457608,1
60,1.5972814392249186,-0.02355215087423812,-1.318613721999277,1
61,0.27009851469374935,-1.2111719292807812,-0.5842675265498494,0
62,-2.142140425136745,-1.5537587660160643,-1.441904594052713,0
63,-0.04004040718033264,-1.7785875840065168,-0.37100435099479534,1
64,-1.4347088052009522,0.46320629209912306,0.6473060079608641,0
65,-0.5028377677837033,-1.10486279306252,-0.7628656834401477,1
66,-0.759203083570571,-0.5574230531083212,-1.2231941283978025,1
67,0.4086734407686625,-0.08059974929676088,0.44401453914450617,1
68,-1.2161075970278052,0.46926758980852623,0.3819940959932141,0
69,-0.6021145239090464,-0.6353623888256293,0.15916318788593964,0
70,-0.1979839809409525,1.7495839042054206,0.42161361131371744,1
71,-0.5104573056590848,2.0565435648295414,2.1839178551507126,0
72,0.5956447199701553,-1.8461878622380938,-1.4592268676806124,1
73,0.7171890017468961,-1.503080301759818,-2.8898342052428405,1
74,1.6794108423746419,1.9925153531681183,1.0537123338454109,1
75,1.8498240195916442,0.18142662011397137,2.123128660138793,1
76,0.8768509232253777,0.6687416555925126,-3.351681324941178,1
77,2.2791794566003505,-0.5698329282387588,2.359697080268391,1
78,0.6835650846483708,-0.7859860326349823,1.0395947858326746,1
79,-1.4226197276104604,0.5054701591666269,-1.2340496420189209,0
80,-0.9950205485392676,-0.8304444065565653,-1.8526148296236231,1
81,-0.5904461897040771,-0.5081401976473109,-0.9438842121032424,0
82,0.7256317857661266,-1.1476913898156673,0.5420373530562769,1
83,2.8222311609211648,-0.46649537922819795,3.0402779245336147,1
84,0.9016613294120901,-0.1755639454992155,1.1428980799942037,1
85,-0.3150753482939683,-2.0870270186020687,-0.5278954930824433,1
86,-0.23542304735973507,-0.19382613877280352,-0.7730854561081432,0
87,-0.07835578106684737,-0.13737178839939665,-0.6937523923257333,0
88,-1.0113083277403914,-0.9483480042242007,1.008989656028721,0
