,x1,x2,x3,y
0,-0.6568942789713957,0.5026785473711577,1.4432363385641345,3
1,0.04886007032570433,-1.373444579582277,1.7815250210760767,1
2,0.3946715298229811,0.7962853663323894,1.16032183790059,3
3,0.23878915902651351,-1.3898216885108265,-1.5267730181179573,0
4,1.1081828167375165,-0.8501946487860613,-0.9558594250132549,0
5,1.0240625258114624,3.180737271747442,-1.1987706376794898,3
6,1.628396623128538,0.59204140018228,0.4180468515623169,1
7,0.5079913269125437,0.964803823616566,-0.9980693674487001,2
8,-1.4137144969049802,1.0915730435169604,-0.8296542335808879,2
9,-0.32483138350862245,-2.3256953612672007,1.7611635490329003,1
10,0.03408346825922607,-0.8053248733657004,-0.20899599733439733,1
11,0.12229750303228377,-0.4235849570291822,0.35013549748045947,1
12,-0.4281151609659125,0.03436501965733485,0.3671874857500048,0
13,-0.22476540189268354,1.9356734804701285,0.46154334988854706,2
14,-1.4026052717996935,-0.6082355053865944,-0.3827605870679325,1
15,0.28257995048829965,1.666563374089344,0.16901618836655008,3
16,1.4765403497258958,-1.1394766275838304,-1.1923179401966846,0
17,0.010352619843380607,0.8968467155741952,-1.4169034196646835,2
18,-0.9393353938187543,0.7511542559905545,-1.3748361172296497,2
19,-2.499405714873573,0.2785798826970962,0.23049760019118848,1
20,1.5421099525678756,2.214417149571287,-0.15507314554467988,3
21,-1.103589317215771,-0.8817160533061735,1.3136919981284092,1
22,-1.5558956462036273,-4.887584279073824,3.778559708620231,1
23,0.5885784044206096,0.914791534730395,0.9792557634301321,3
24,1.185704154662997,-0.0873560592113789,2.205892646884495,3
25,-1.9663565893760018,2.203159168701628,-0.5719317493146174,3
26,0.4599721429391164,1.0823768648052148,0.7338925258054884,3
27,1.5007597906343109,-0.5669871416392296,-0.5135486891566603,0
28,-1.1033666061738736,0.6109114682176788,-1.6228036130085353,2
29,1.050654396007612,-0.6548761142852871,-0.5823332432973984,0
30,0.594754341665286,-1.3608556072993903,1.5693267148561514,1
31,-0.006070911539893324,1.327525603700574,-0.3550290478260514,2
32,0.9407711879882159,-2.613270726882727,1.3930969851746609,1
33,-0.3486521344078592,-0.7946011558763555,-0.6401034467307074,0
34,0.742095372009307,0.14201602335749663,-2.3025667596238386,2
35,1.5284684264125317,0.167164735904055,1.8706303723696758,3
36,0.18455130319703697,-0.2951869929273272,1.9961919921059448,3
37,-0.8848027140269009,0.823583456310127,-1.3041419952658424,2
38,2.0883747047807275,-0.6565669321579763,-0.5284237149280748,0
39,0.24075317948856828,-0.7697650730308474,2.8875747537079253,3
40,1.6699045043514062,-0.40477543019442397,2.4026341511973794,3
41,-0.9716140385106515,2.1189651560256975,0.15162103782602931,3
42,-1.1875984190295128,-4.503451968861004,2.9428252505039847,1
43,1.0399046873960764,1.6326655145569107,0.04876179481827081,2
44,-0.02730453950993186,0.9430575177557894,-1.1634351629573154,2
